"FirstName","LastName","lat","lon","county","city","state","LandValue","DwellingUnitSize","PropertyType","EstHomeValue"
"Gordon","Toy",45.9594,-88.63152,"Florence County","Tipler","Wisconsin","$9000","1-Single Family Dwelling","Residential","$237500"
"Margarito","Dare",30.17613,-82.99781,"Suwannee County","Pine Mount","Florida","$37000","1-Single Family Dwelling","Residential","$201300"
"Lewis","Connelly",32.84653,-83.63712,"Bibb County","Macon","Georgia","$6000","1-Single Family Dwelling","Residential","$246922"
"Stephany","Funk",34.82092,-86.99056,"Limestone County","Athens","Alabama","$19000","","Residential","$212500"
"Emerson","Gutkowski",37.21672,-92.2935,"Wright County","Antler (historical)","Missouri","","1-Single Family Dwelling","Residential","$123700"
"Kristen","Dibbert",48.86661,-116.53716,"Boundary County","Fisher Peak","Idaho","$2000","1-Single Family Dwelling","Residential","$53900"
"Kindra","Towne",46.45966,-86.94182,"Alger County","Rock River","Michigan","$17000","","Residential","$116800"
"Gertrude","Ziemann",40.24107,-77.89952,"Huntingdon County","Rockhill","Pennsylvania","","1-Single Family Dwelling","Residential","$292300"
"Isabelle","Hauck",36.31306,-86.30041,"Sumner County","Hunters Point","Tennessee","","1-Single Family Dwelling","Apartment/Group Living","$171796"
"Shaquana","Koelpin",32.10016,-93.69685,"De Soto Parish","Mansfield","Louisiana","$6000","1-Single Family Dwelling","Residential","$93000"
"Terrilyn","Kertzmann",35.48425,-91.96654,"Cleburne County","Heber Springs","Arkansas","$14000","1-Single Family Dwelling","Residential","$120731"
"Louis","Konopelski",30.91313,-86.05065,"Walton County","Leonia","Florida","","1-Single Family Dwelling","Residential","$288300"
"Coretta","Borer",34.96009,-91.07151,"Saint Francis County","Wheatley","Arkansas","","1-Single Family Dwelling","Apartment/Group Living","$163749"
"Kasey","Kirlin",42.06895,-78.42669,"Cattaraugus County","Olean","New York","$11000","1-Single Family Dwelling","Residential","$139500"
"Lenard","Wolff",37.40949,-91.40625,"Shannon County","Sinkin (historical)","Missouri","$8000","1-Single Family Dwelling","Residential","$73300"
"Darnell","McDermott",35.35647,-88.59561,"McNairy County","Finger","Tennessee","","1-Single Family Dwelling","Residential","$150700"
"Guillermo","Gleason",37.98151,-75.45298,"Accomack County","Captains Cove","Virginia","","1-Single Family Dwelling","Residential","$215400"
"Corrinne","Mertz",36.85064,-83.86381,"Knox County","Barbourville","Kentucky","","","Residential","$307500"
"Johanne","Eichmann",33.2354,-87.58973,"Tuscaloosa County","Tuscaloosa","Alabama","$27000","1-Single Family Dwelling","Apartment/Group Living","$138541"
"Dylan","Beier",43.17397,-73.03566,"Bennington County","Manchester Center","Vermont","$13000","1-Single Family Dwelling","Residential","$195624"
"Stanford","Murazik",36.07637,-114.57942,"Mohave County","Cohenour Mine","Arizona","","1-Single Family Dwelling","Residential","$325000"
"Madalene","Cormier",41.75312,-78.00056,"Potter County","Coudersport","Pennsylvania","$8000","1-Single Family Dwelling","Residential","$364100"
"Chance","Hermann",39.88813,-81.38456,"Noble County","Noble Cottage Area","Ohio","","1-Single Family Dwelling","Residential","$192400"
"Yadira","Dietrich",44.08444,-88.57667,"Winnebago County","Oshkosh","Wisconsin","$13000","1-Single Family Dwelling","Residential","$191864"
"Bernard","Schulist",34.22182,-79.74756,"Florence County","Florence","South Carolina","$5000","","Residential","$303800"
"Antonia","Gottlieb",31.03157,-85.43854,"Houston County","Garretts Crossroads","Alabama","","1-Single Family Dwelling","Apartment/Group Living","$187797"
"Robin","Stoltenberg",32.80429,-95.5394,"Wood County","Calvary","Texas","$18000","1-Single Family Dwelling","Unknown","$122367"
"Verena","Watsica",34.80701,-111.34003,"Coconino County","Fiftynine Tank","Arizona","","1-Single Family Dwelling","Residential","$169900"
"Despina","Bartoletti",33.14517,-80.06231,"Berkeley County","Oak Park","South Carolina","$11000","1-Single Family Dwelling","Condominium","$212500"
"Makeda","Trantow",41.2701,-72.4687,"Middlesex County","Westbrook Center","Connecticut","","1-Single Family Dwelling","Residential","$191400"
"Sharla","Larkin",41.6051,-72.90371,"Hartford County","Wolcott","Connecticut","","1-Single Family Dwelling","Residential","$238800"
"Don","Conn",34.06016,-80.07146,"Lee County","Lynchburg","South Carolina","","1-Single Family Dwelling","Residential","$144500"
"Steve","Fritsch",44.28913,-91.06654,"Jackson County","Taylor","Wisconsin","$10000","1-Single Family Dwelling","Residential","$141400"
"Abbey","Zieme",47.57604,-115.92905,"Shoshone County","Ferguson","Idaho","$5000","1-Single Family Dwelling","Residential","$581900"
"Dorian","Bosco",41.71149,-72.20924,"Windham County","Willimantic","Connecticut","","1-Single Family Dwelling","Residential","$122600"
"Fransisca","Gaylord",34.83276,-119.98348,"Santa Barbara County","Wheat Peak","California","$11000","1-Single Family Dwelling","Residential","$178500"
"Lakeisha","Reichert",39.44093,-78.97392,"Mineral County","Keyser","West Virginia","$4000","1-Single Family Dwelling","Residential","$488700"
"John","Reichert",40.89229,-88.40617,"Livingston County","Saunemin","Illinois","$34000","1-Single Family Dwelling","Residential","$243500"
"Modesto","Auer",39.56322,-94.47268,"Clinton County","Plattsburg","Missouri","","","Residential","$243400"
"Emmett","Towne",31.30588,-86.58185,"Covington County","River Falls","Alabama","$9000","","Residential","$95312"
"Lore","Zboncak",39.89583,-82.8494,"Franklin County","Reynoldsburg","Ohio","$20000","1-Single Family Dwelling","Apartment/Group Living","$357900"
"Bruno","Stehr",45.117,-119.6559,"Morrow County","Hardman (historical)","Oregon","$7000","1-Single Family Dwelling","Unknown","$224936"
"Polly","Marvin",40.80861,-81.72833,"Wayne County","Orrville","Ohio","$12000","1-Single Family Dwelling","Residential","$245321"
"Lisbeth","Rodriguez",42.22444,-89.075,"Winnebago County","Rockford","Illinois","$14000","1-Single Family Dwelling","Residential","$186438"
"Marti","Bailey",43.11028,-88.41,"Waukesha County","Oconomowoc","Wisconsin","$15000","101 and up","Apartment/Group Living","$202157"
"Wilmer","Hoppe",34.33232,-87.79475,"Franklin County","Hackleburg","Alabama","$4000","1-Single Family Dwelling","Residential","$319700"
"Samual","Goldner",42.84722,-98.8337,"Boyd County","Butte","Nebraska","$10000","1-Single Family Dwelling","Residential","$228976"
"Torie","Wiza",38.99519,-119.61212,"Douglas County","Fish Springs","Nevada","","1-Single Family Dwelling","Residential","$125900"
"Kerstin","Ward",35.90893,-102.51214,"Hartley County","Caprock Well","Texas","$8000","1-Single Family Dwelling","Residential","$130700"
"Jasper","Keeling",31.96087,-89.86923,"Simpson County","Mendenhall","Mississippi","$41000","1-Single Family Dwelling","Residential","$147600"
"Jules","Stanton",32.08571,-96.07441,"Henderson County","Trinidad","Texas","","1-Single Family Dwelling","Residential","$152600"
"June","Morissette",31.98572,-94.41187,"Panola County","Gary City","Texas","$5000","1-Single Family Dwelling","Apartment/Group Living","$262500"
"Ethan","Larson",31.44462,-92.04707,"La Salle Parish","Catahoula Lake Diversion Canal","Louisiana","$8000","1-Single Family Dwelling","Residential","$152735"
"Cinda","Hilll",35.16684,-75.83406,"Hyde County","North Bitterswash Creek","North Carolina","$20000","1-Single Family Dwelling","Residential","$285700"
"Anthony","Brown",36.39321,-90.72822,"Clay County","Reyno","Arkansas","","3-Triplex","Residential","$174218"
"Daren","Schmidt",36.76453,-83.34213,"Harlan County","Stanfill","Kentucky","$13000","1-Single Family Dwelling","Residential","$57800"
"Ami","Senger",35.7321,-83.5182,"Sevier County","Gatlinburg","Tennessee","$8000","1-Single Family Dwelling","Residential","$161000"
"Eldon","DuBuque",35.98006,-88.02226,"Benton County","New Johnsonville","Tennessee","$10000","1-Single Family Dwelling","Unknown","$137500"
"Micah","Schuster",39.18394,-86.55,"Monroe County","Bloomington","Indiana","$13000","1-Single Family Dwelling","Apartment/Group Living","$96315"
"Bruna","Gusikowski",45.58166,-100.68875,"Corson County","J B Love Number 2 Dam","South Dakota","$14000","1-Single Family Dwelling","Residential","$140800"
"Giovanni","Wyman",29.52802,-82.31899,"Alachua County","Tacoma","Florida","","1-Single Family Dwelling","Residential","$87500"
"Amada","Prohaska",38.96785,-83.26269,"Scioto County","Duke","Ohio","$14000","1-Single Family Dwelling","Residential","$94500"
"Johnie","Kutch",40.90421,-85.41359,"Huntington County","Huntington","Indiana","$14000","1-Single Family Dwelling","Residential","$72400"
"Reiko","Hilll",38.56165,-108.35119,"Montrose County","Fall Cabin Camp","Colorado","$6000","1-Single Family Dwelling","Residential","$162500"
"Dick","Hintz",47.16828,-112.70865,"Lewis and Clark County","Maryann Creek","Montana","","1-Single Family Dwelling","Residential","$85600"
"Val","Sauer",33.61177,-85.80413,"Calhoun County","Oxford","Alabama","","1-Single Family Dwelling","Residential","$121100"
"Arlen","Friesen",37.45422,-88.37365,"Hardin County","Rosiclare","Illinois","$16000","1-Single Family Dwelling","Residential","$101400"
"Lajuana","Lehner",36.6942,-91.7838,"Howell County","West Plains","Missouri","$11000","2-Duplex","Residential","$295900"
"Tommie","Hilll",33.70094,-98.32866,"Clay County","Halsell","Texas","","1-Single Family Dwelling","Residential","$162500"
"Argentina","Schaefer",37.21922,-88.5606,"Pope County","Lewis Corner","Illinois","$18000","1-Single Family Dwelling","Residential","$326700"
"Seymour","Bode",47.22498,-109.53908,"Fergus County","Petticoat Junction Dam","Montana","$12000","1-Single Family Dwelling","Residential","$130200"
"Leon","Swaniawski",36.69091,-84.45577,"McCreary County","Stearns","Kentucky","","1-Single Family Dwelling","Apartment/Group Living","$116421"
"Sarita","Becker",35.85007,-91.7307,"Independence County","Cushman","Arkansas","$11000","1-Single Family Dwelling","Residential","$127800"
"Glynda","Von",40.80011,-87.78142,"Iroquois County","Watseka","Illinois","","1-Single Family Dwelling","Residential","$90700"
"Jared","Marvin",39.13921,-86.68611,"Monroe County","Hendricksville","Indiana","","1-Single Family Dwelling","Residential","$108100"
"Michell","Bergstrom",42.18223,-124.01844,"Curry County","Red Mountain Prairie","Oregon","","1-Single Family Dwelling","Residential","$261600"
"Kathyrn","Emmerich",44.96999,-117.4912,"Baker County","Balm Creek Dam","Oregon","$11000","1-Single Family Dwelling","Residential","$150800"
"Bruce","Bergnaum",39.0302,-118.89626,"Mineral County","Reservation (historical)","Nevada","$6000","1-Single Family Dwelling","Duplex","$179999"
"Adrian","White",43.04119,-73.11733,"Bennington County","Arlington","Vermont","$10000","1-Single Family Dwelling","Residential","$68300"
"Kevin","Hoeger",33.79427,-87.80141,"Fayette County","Stewart","Alabama","$28000","1-Single Family Dwelling","Residential","$425000"
"Raven","Crooks",35.45754,-80.1064,"Montgomery County","Badin","North Carolina","$14000","1-Single Family Dwelling","Residential","$163700"
"Alan","Sauer",40.15171,-86.8664,"Montgomery County","Linden","Indiana","$1000","","Residential","$284800"
"Jess","Rice",37.88373,-80.39313,"Greenbrier County","Clendenenville","West Virginia","$13000","1-Single Family Dwelling","Residential","$113100"
"Dillon","Luettgen",39.53767,-121.02523,"Sierra County","Brandy City","California","","1-Single Family Dwelling","Residential","$82500"
"Jewell","Lang",36.56807,-106.59642,"Rio Arriba County","Las Nutrias","New Mexico","","1-Single Family Dwelling","Residential","$141700"
"Chieko","Gislason",58.54938,-133.6036,"NULL","Sittakanay River","British Columbia","$13000","1-Single Family Dwelling","Residential","$94500"
"Avery","Rau",42.40537,-71.12116,"Middlesex County","Boston","Massachusetts","","1-Single Family Dwelling","Apartment/Group Living","$187500"
"Kyla","Beahan",33.89066,-86.94583,"Cullman County","Arkadelphia","Alabama","$20000","1-Single Family Dwelling","Residential","$287500"
"Ezequiel","Mayert",43.6459,-73.91957,"Warren County","North Creek","New York","$34000","1-Single Family Dwelling","Residential","$112500"
"Aleida","Yundt",34.17667,-118.5237,"Los Angeles County","Van Nuys","California","$10000","1-Single Family Dwelling","Residential","$67300"
"Garnett","Larkin",39.51229,-81.85958,"Morgan County","Chesterhill","Ohio","$6000","1-Single Family Dwelling","Residential","$224500"
"Nia","Kerluke",40.53607,-111.46463,"Wasatch County","Heber City","Utah","$11000","","Unknown","$112500"
"Lance","Ritchie",38.3456,-87.82809,"Wabash County","Rochester","Illinois","$1000","1-Single Family Dwelling","Residential","$230700"
"Sybil","Buckridge",33.89224,-117.902,"Orange County","Anaheim","California","$13000","1-Single Family Dwelling","Residential","$94800"
"Ferdinand","Leffler",35.27461,-77.5758,"Lenoir County","Kinston","North Carolina","$22000","1-Single Family Dwelling","Residential","$87800"
"Geraldo","Howe",25.35123,-80.26505,"Monroe County","Cutter Bank","Florida","$20000","1-Single Family Dwelling","Residential","$288300"
"Sharee","Collier",44.76972,-88.55889,"Shawano County","Shawano","Wisconsin","","1-Single Family Dwelling","Apartment/Group Living","$178595"
"Collin","Yundt",44.87707,-93.88915,"Carver County","Mayer","Minnesota","","1-Single Family Dwelling","Residential","$128300"
"Virgen","Brown",38.67811,-86.79278,"Martin County","Shoals","Indiana","$10000","1-Single Family Dwelling","Residential","$112700"
"Elroy","Herman",39.63259,-78.78446,"Mineral County","Cumberland","West Virginia","$3000","1-Single Family Dwelling","Residential","$237900"
"Mica","Metz",34.93453,-84.10352,"Union County","Thomas Mill","Georgia","$24000","1-Single Family Dwelling","Residential","$441600"
"Heriberto","Hickle",41.58617,-78.53752,"Elk County","Instanter","Pennsylvania","$10000","1-Single Family Dwelling","Residential","$129500"
"Charolette","Hahn",38.25094,-81.19316,"Nicholas County","Dixie","West Virginia","","","Residential","$163500"
"Moshe","Batz",41.48517,-119.87549,"Washoe County","Crampton Troughs","Nevada","$20000","10-19","Residential","$178268"
"Carlita","Moore",34.83526,-120.56989,"Santa Barbara County","Antonio","California","$17000","1-Single Family Dwelling","Apartment/Group Living","$184523"
"Jeneva","Muller",42.28479,-111.32965,"Bear Lake County","Montpelier","Idaho","$7000","1-Single Family Dwelling","Residential","$297100"
"Walker","Champlin",48.7689,-107.59231,"Phillips County","Provost Coulee","Montana","$2000","","Residential","$179999"
"Debra","Hegmann",31.6588,-92.9538,"Natchitoches Parish","Montgomery","Louisiana","$11000","","Apartment/Group Living","$163749"
"Inga","Franecki",35.34976,-105.73224,"Santa Fe County","Childres Place","New Mexico","$20000","1-Single Family Dwelling","Apartment/Group Living","$131943"
"Leopoldo","Denesik",34.48121,-92.24126,"Grant County","Redfield","Arkansas","$14000","1-Single Family Dwelling","Residential","$127940"
"Chris","Rau",41.19944,-96.29641,"Douglas County","Skyline","Nebraska","$9000","1-Single Family Dwelling","Residential","$204200"
"Lexie","Jones",47.279,-121.46065,"King County","Stampede","Washington","$37000","","Residential","$245400"
"Dwayne","Parker",38.83178,-78.98836,"Rockingham County","Peru","Virginia","$15000","1-Single Family Dwelling","Unknown","$182320"
"Polly","Gibson",40.52254,-85.77693,"Grant County","Swayzee","Indiana","","1-Single Family Dwelling","Residential","$97300"
"Arron","Dibbert",32.78377,-82.24512,"Emanuel County","Three Points","Georgia","$11000","1-Single Family Dwelling","Residential","$164500"
"Gillian","Cronin",44.45108,-92.36129,"Wabasha County","Lake City","Minnesota","$12000","","Apartment/Group Living","$212500"
"Shanta","Smitham",37.06179,-80.79563,"Pulaski County","Pulaski","Virginia","","1-Single Family Dwelling","Residential","$165700"
"Willie","Schultz",42.1636,-77.06662,"Steuben County","Corning","New York","$7000","1-Single Family Dwelling","Residential","$232900"
